CustomerId,Date
91,3/1/2018
92,3/1/2018
93,3/1/2018
94,3/1/2018
95,3/1/2018
96,3/1/2018
97,3/1/2018
98,3/1/2018
99,3/1/2018
100,3/1/2018
101,3/1/2018
102,3/1/2018
103,3/1/2018
104,3/1/2018
105,3/1/2018
106,3/1/2018
108,3/1/2018
109,3/1/2018
110,3/1/2018
112,3/1/2018
113,3/1/2018
114,3/1/2018
115,3/1/2018
116,3/1/2018
117,3/1/2018
118,3/1/2018
119,3/1/2018
120,3/1/2018
121,3/1/2018
122,3/1/2018
123,3/1/2018
124,3/1/2018
125,3/1/2018
126,3/1/2018
127,3/1/2018
128,3/1/2018
129,3/1/2018
130,3/1/2018
131,3/1/2018
132,3/1/2018
133,3/1/2018
134,3/1/2018
135,3/1/2018
136,3/1/2018
137,3/1/2018
138,3/1/2018
139,3/1/2018
140,3/1/2018
141,3/1/2018
142,3/1/2018
143,3/1/2018
144,3/1/2018
145,3/1/2018
146,3/1/2018
147,3/1/2018
148,3/1/2018
149,3/1/2018
150,3/1/2018
151,3/1/2018
152,3/1/2018
153,3/1/2018
154,3/1/2018
155,3/1/2018
156,3/1/2018
157,3/1/2018
158,3/1/2018
159,3/1/2018
160,3/1/2018
161,3/1/2018
162,3/1/2018
163,3/1/2018
164,3/1/2018
165,3/1/2018
167,3/1/2018
168,3/1/2018
169,3/1/2018
170,3/1/2018
172,3/1/2018
173,3/1/2018
174,3/1/2018
175,3/1/2018
176,3/1/2018
177,3/1/2018
178,3/1/2018
179,3/1/2018
180,3/1/2018
182,3/1/2018
183,3/1/2018
184,3/1/2018
185,3/1/2018
186,3/1/2018
187,3/1/2018
188,3/1/2018
189,3/1/2018
190,3/1/2018
191,3/1/2018
192,3/1/2018
193,3/1/2018
194,3/1/2018
195,3/1/2018
197,3/1/2018
198,3/1/2018
199,3/1/2018
200,3/1/2018
201,3/1/2018
202,3/1/2018
203,3/1/2018
204,3/1/2018
205,3/1/2018
206,3/1/2018
207,3/1/2018
208,3/1/2018
209,3/1/2018
210,3/1/2018
211,3/1/2018
212,3/1/2018
213,3/1/2018
214,3/1/2018
215,3/1/2018
216,3/1/2018
217,3/1/2018
218,3/1/2018
219,3/1/2018
220,3/1/2018
221,3/1/2018
222,3/1/2018
223,3/1/2018
224,3/1/2018
225,3/1/2018
226,3/1/2018
227,3/1/2018
228,3/1/2018
229,3/1/2018
230,3/1/2018
231,3/1/2018
232,3/1/2018
233,3/1/2018
234,3/1/2018
235,3/1/2018
236,3/1/2018
237,3/1/2018
238,3/1/2018
239,3/1/2018
240,3/1/2018
241,3/1/2018
242,3/1/2018
243,3/1/2018
244,3/1/2018
245,3/1/2018
246,3/1/2018
247,3/1/2018
248,3/1/2018
249,3/1/2018
250,3/1/2018
251,3/1/2018
252,3/1/2018
253,3/1/2018
254,3/1/2018
255,3/1/2018
256,3/1/2018
257,3/1/2018
258,3/1/2018
259,3/1/2018
260,3/1/2018
261,3/1/2018
262,3/1/2018
263,3/1/2018
264,3/1/2018
265,3/1/2018
266,3/1/2018
267,3/1/2018
268,3/1/2018
269,3/1/2018
270,3/1/2018
271,3/1/2018
272,3/1/2018
273,3/1/2018
274,3/1/2018
275,3/1/2018
276,3/1/2018
277,3/1/2018
278,3/1/2018
279,3/1/2018
280,3/1/2018
281,3/1/2018
282,3/1/2018
283,3/1/2018
284,3/1/2018
285,3/1/2018
286,3/1/2018
287,3/1/2018
288,3/1/2018
289,3/1/2018
290,3/1/2018
291,3/1/2018
292,3/1/2018
293,3/1/2018
294,3/1/2018
1,4/1/2018
2,4/1/2018
3,4/1/2018
4,4/1/2018
5,4/1/2018
6,4/1/2018
7,4/1/2018
8,4/1/2018
9,4/1/2018
10,4/1/2018
11,4/1/2018
12,4/1/2018
13,4/1/2018
14,4/1/2018
15,4/1/2018
16,4/1/2018
17,4/1/2018
18,4/1/2018
19,4/1/2018
21,4/1/2018
22,4/1/2018
23,4/1/2018
24,4/1/2018
26,4/1/2018
27,4/1/2018
28,4/1/2018
30,4/1/2018
31,4/1/2018
32,4/1/2018
33,4/1/2018
35,4/1/2018
36,4/1/2018
37,4/1/2018
38,4/1/2018
39,4/1/2018
40,4/1/2018
41,4/1/2018
42,4/1/2018
43,4/1/2018
44,4/1/2018
45,4/1/2018
46,4/1/2018
48,4/1/2018
50,4/1/2018
51,4/1/2018
52,4/1/2018
54,4/1/2018
55,4/1/2018
56,4/1/2018
57,4/1/2018
58,4/1/2018
60,4/1/2018
61,4/1/2018
62,4/1/2018
63,4/1/2018
64,4/1/2018
65,4/1/2018
67,4/1/2018
69,4/1/2018
70,4/1/2018
71,4/1/2018
72,4/1/2018
73,4/1/2018
74,4/1/2018
75,4/1/2018
76,4/1/2018
77,4/1/2018
78,4/1/2018
79,4/1/2018
80,4/1/2018
81,4/1/2018
82,4/1/2018
83,4/1/2018
84,4/1/2018
85,4/1/2018
88,4/1/2018
89,4/1/2018
91,4/1/2018
92,4/1/2018
93,4/1/2018
94,4/1/2018
95,4/1/2018
96,4/1/2018
97,4/1/2018
98,4/1/2018
99,4/1/2018
100,4/1/2018
101,4/1/2018
102,4/1/2018
103,4/1/2018
104,4/1/2018
105,4/1/2018
106,4/1/2018
108,4/1/2018
109,4/1/2018
110,4/1/2018
112,4/1/2018
113,4/1/2018
114,4/1/2018
115,4/1/2018
116,4/1/2018
117,4/1/2018
118,4/1/2018
119,4/1/2018
120,4/1/2018
121,4/1/2018
122,4/1/2018
123,4/1/2018
124,4/1/2018
125,4/1/2018
126,4/1/2018
127,4/1/2018
128,4/1/2018
129,4/1/2018
130,4/1/2018
131,4/1/2018
132,4/1/2018
133,4/1/2018
134,4/1/2018
135,4/1/2018
136,4/1/2018
137,4/1/2018
138,4/1/2018
139,4/1/2018
140,4/1/2018
141,4/1/2018
142,4/1/2018
143,4/1/2018
144,4/1/2018
145,4/1/2018
146,4/1/2018
147,4/1/2018
148,4/1/2018
149,4/1/2018
150,4/1/2018
151,4/1/2018
152,4/1/2018
153,4/1/2018
154,4/1/2018
155,4/1/2018
156,4/1/2018
157,4/1/2018
158,4/1/2018
159,4/1/2018
160,4/1/2018
161,4/1/2018
162,4/1/2018
163,4/1/2018
164,4/1/2018
165,4/1/2018
167,4/1/2018
168,4/1/2018
169,4/1/2018
170,4/1/2018
172,4/1/2018
173,4/1/2018
174,4/1/2018
175,4/1/2018
176,4/1/2018
177,4/1/2018
179,4/1/2018
180,4/1/2018
182,4/1/2018
183,4/1/2018
184,4/1/2018
185,4/1/2018
186,4/1/2018
187,4/1/2018
188,4/1/2018
189,4/1/2018
190,4/1/2018
191,4/1/2018
192,4/1/2018
193,4/1/2018
194,4/1/2018
197,4/1/2018
198,4/1/2018
199,4/1/2018
200,4/1/2018
201,4/1/2018
203,4/1/2018
204,4/1/2018
205,4/1/2018
206,4/1/2018
207,4/1/2018
208,4/1/2018
209,4/1/2018
210,4/1/2018
211,4/1/2018
212,4/1/2018
213,4/1/2018
214,4/1/2018
215,4/1/2018
216,4/1/2018
217,4/1/2018
218,4/1/2018
219,4/1/2018
220,4/1/2018
221,4/1/2018
222,4/1/2018
223,4/1/2018
224,4/1/2018
225,4/1/2018
226,4/1/2018
227,4/1/2018
228,4/1/2018
229,4/1/2018
230,4/1/2018
231,4/1/2018
232,4/1/2018
233,4/1/2018
234,4/1/2018
235,4/1/2018
236,4/1/2018
237,4/1/2018
238,4/1/2018
239,4/1/2018
241,4/1/2018
242,4/1/2018
243,4/1/2018
244,4/1/2018
245,4/1/2018
246,4/1/2018
247,4/1/2018
248,4/1/2018
249,4/1/2018
250,4/1/2018
251,4/1/2018
252,4/1/2018
253,4/1/2018
254,4/1/2018
255,4/1/2018
256,4/1/2018
257,4/1/2018
258,4/1/2018
259,4/1/2018
260,4/1/2018
261,4/1/2018
262,4/1/2018
263,4/1/2018
264,4/1/2018
265,4/1/2018
266,4/1/2018
267,4/1/2018
268,4/1/2018
269,4/1/2018
271,4/1/2018
272,4/1/2018
273,4/1/2018
274,4/1/2018
275,4/1/2018
276,4/1/2018
277,4/1/2018
278,4/1/2018
279,4/1/2018
280,4/1/2018
281,4/1/2018
282,4/1/2018
283,4/1/2018
284,4/1/2018
285,4/1/2018
286,4/1/2018
287,4/1/2018
288,4/1/2018
289,4/1/2018
291,4/1/2018
292,4/1/2018
293,4/1/2018
294,4/1/2018
295,4/1/2018
296,4/1/2018
297,4/1/2018
298,4/1/2018
299,4/1/2018
300,4/1/2018
301,4/1/2018
302,4/1/2018
303,4/1/2018
304,4/1/2018
305,4/1/2018
306,4/1/2018
307,4/1/2018
308,4/1/2018
309,4/1/2018
310,4/1/2018
311,4/1/2018
312,4/1/2018
313,4/1/2018
314,4/1/2018
315,4/1/2018
316,4/1/2018
317,4/1/2018
318,4/1/2018
319,4/1/2018
320,4/1/2018
321,4/1/2018
322,4/1/2018
323,4/1/2018
324,4/1/2018
325,4/1/2018
326,4/1/2018
327,4/1/2018
328,4/1/2018
329,4/1/2018
330,4/1/2018
331,4/1/2018
332,4/1/2018
333,4/1/2018
334,4/1/2018
335,4/1/2018
336,4/1/2018
337,4/1/2018
338,4/1/2018
339,4/1/2018
340,4/1/2018
341,4/1/2018
342,4/1/2018
343,4/1/2018
344,4/1/2018
345,4/1/2018
346,4/1/2018
347,4/1/2018
348,4/1/2018
349,4/1/2018
350,4/1/2018
351,4/1/2018
352,4/1/2018
353,4/1/2018
354,4/1/2018
355,4/1/2018
356,4/1/2018
357,4/1/2018
358,4/1/2018
359,4/1/2018
360,4/1/2018
361,4/1/2018
362,4/1/2018
363,4/1/2018
364,4/1/2018
365,4/1/2018
366,4/1/2018
367,4/1/2018
368,4/1/2018
1,5/1/2018
2,5/1/2018
3,5/1/2018
4,5/1/2018
5,5/1/2018
6,5/1/2018
7,5/1/2018
8,5/1/2018
9,5/1/2018
10,5/1/2018
11,5/1/2018
12,5/1/2018
13,5/1/2018
14,5/1/2018
15,5/1/2018
16,5/1/2018
17,5/1/2018
19,5/1/2018
21,5/1/2018
22,5/1/2018
23,5/1/2018
24,5/1/2018
26,5/1/2018
27,5/1/2018
28,5/1/2018
30,5/1/2018
31,5/1/2018
32,5/1/2018
33,5/1/2018
35,5/1/2018
36,5/1/2018
37,5/1/2018
38,5/1/2018
39,5/1/2018
40,5/1/2018
41,5/1/2018
42,5/1/2018
43,5/1/2018
44,5/1/2018
45,5/1/2018
46,5/1/2018
48,5/1/2018
50,5/1/2018
51,5/1/2018
52,5/1/2018
54,5/1/2018
55,5/1/2018
56,5/1/2018
57,5/1/2018
58,5/1/2018
60,5/1/2018
61,5/1/2018
62,5/1/2018
63,5/1/2018
64,5/1/2018
65,5/1/2018
67,5/1/2018
69,5/1/2018
70,5/1/2018
71,5/1/2018
72,5/1/2018
73,5/1/2018
74,5/1/2018
75,5/1/2018
76,5/1/2018
77,5/1/2018
78,5/1/2018
79,5/1/2018
80,5/1/2018
81,5/1/2018
82,5/1/2018
83,5/1/2018
85,5/1/2018
88,5/1/2018
89,5/1/2018
91,5/1/2018
92,5/1/2018
93,5/1/2018
94,5/1/2018
95,5/1/2018
96,5/1/2018
97,5/1/2018
98,5/1/2018
100,5/1/2018
101,5/1/2018
102,5/1/2018
103,5/1/2018
104,5/1/2018
105,5/1/2018
106,5/1/2018
108,5/1/2018
109,5/1/2018
110,5/1/2018
112,5/1/2018
113,5/1/2018
114,5/1/2018
115,5/1/2018
116,5/1/2018
117,5/1/2018
118,5/1/2018
119,5/1/2018
120,5/1/2018
121,5/1/2018
122,5/1/2018
123,5/1/2018
124,5/1/2018
125,5/1/2018
126,5/1/2018
127,5/1/2018
128,5/1/2018
129,5/1/2018
130,5/1/2018
131,5/1/2018
132,5/1/2018
133,5/1/2018
134,5/1/2018
135,5/1/2018
136,5/1/2018
137,5/1/2018
138,5/1/2018
139,5/1/2018
140,5/1/2018
141,5/1/2018
142,5/1/2018
143,5/1/2018
144,5/1/2018
145,5/1/2018
146,5/1/2018
147,5/1/2018
148,5/1/2018
149,5/1/2018
150,5/1/2018
151,5/1/2018
152,5/1/2018
153,5/1/2018
154,5/1/2018
155,5/1/2018
156,5/1/2018
157,5/1/2018
158,5/1/2018
159,5/1/2018
160,5/1/2018
161,5/1/2018
162,5/1/2018
163,5/1/2018
164,5/1/2018
165,5/1/2018
167,5/1/2018
168,5/1/2018
169,5/1/2018
170,5/1/2018
172,5/1/2018
173,5/1/2018
174,5/1/2018
175,5/1/2018
176,5/1/2018
177,5/1/2018
179,5/1/2018
180,5/1/2018
182,5/1/2018
183,5/1/2018
184,5/1/2018
185,5/1/2018
186,5/1/2018
187,5/1/2018
188,5/1/2018
189,5/1/2018
190,5/1/2018
191,5/1/2018
192,5/1/2018
193,5/1/2018
194,5/1/2018
197,5/1/2018
199,5/1/2018
200,5/1/2018
203,5/1/2018
204,5/1/2018
205,5/1/2018
206,5/1/2018
207,5/1/2018
208,5/1/2018
209,5/1/2018
210,5/1/2018
211,5/1/2018
212,5/1/2018
213,5/1/2018
214,5/1/2018
215,5/1/2018
216,5/1/2018
217,5/1/2018
218,5/1/2018
219,5/1/2018
220,5/1/2018
221,5/1/2018
222,5/1/2018
223,5/1/2018
224,5/1/2018
225,5/1/2018
226,5/1/2018
227,5/1/2018
228,5/1/2018
229,5/1/2018
230,5/1/2018
231,5/1/2018
232,5/1/2018
233,5/1/2018
234,5/1/2018
235,5/1/2018
236,5/1/2018
237,5/1/2018
238,5/1/2018
239,5/1/2018
241,5/1/2018
242,5/1/2018
243,5/1/2018
244,5/1/2018
245,5/1/2018
246,5/1/2018
247,5/1/2018
248,5/1/2018
249,5/1/2018
250,5/1/2018
251,5/1/2018
252,5/1/2018
253,5/1/2018
254,5/1/2018
255,5/1/2018
256,5/1/2018
257,5/1/2018
258,5/1/2018
259,5/1/2018
260,5/1/2018
261,5/1/2018
262,5/1/2018
264,5/1/2018
265,5/1/2018
266,5/1/2018
267,5/1/2018
268,5/1/2018
269,5/1/2018
271,5/1/2018
272,5/1/2018
273,5/1/2018
274,5/1/2018
275,5/1/2018
276,5/1/2018
277,5/1/2018
278,5/1/2018
280,5/1/2018
281,5/1/2018
282,5/1/2018
283,5/1/2018
284,5/1/2018
285,5/1/2018
286,5/1/2018
287,5/1/2018
288,5/1/2018
289,5/1/2018
291,5/1/2018
292,5/1/2018
293,5/1/2018
294,5/1/2018
295,5/1/2018
296,5/1/2018
297,5/1/2018
298,5/1/2018
299,5/1/2018
300,5/1/2018
301,5/1/2018
302,5/1/2018
303,5/1/2018
304,5/1/2018
305,5/1/2018
307,5/1/2018
308,5/1/2018
309,5/1/2018
310,5/1/2018
311,5/1/2018
312,5/1/2018
313,5/1/2018
314,5/1/2018
315,5/1/2018
316,5/1/2018
317,5/1/2018
318,5/1/2018
319,5/1/2018
320,5/1/2018
321,5/1/2018
322,5/1/2018
323,5/1/2018
325,5/1/2018
326,5/1/2018
327,5/1/2018
329,5/1/2018
330,5/1/2018
332,5/1/2018
333,5/1/2018
334,5/1/2018
335,5/1/2018
336,5/1/2018
337,5/1/2018
338,5/1/2018
339,5/1/2018
340,5/1/2018
341,5/1/2018
342,5/1/2018
343,5/1/2018
344,5/1/2018
345,5/1/2018
346,5/1/2018
347,5/1/2018
348,5/1/2018
350,5/1/2018
351,5/1/2018
352,5/1/2018
354,5/1/2018
355,5/1/2018
356,5/1/2018
357,5/1/2018
358,5/1/2018
359,5/1/2018
361,5/1/2018
362,5/1/2018
363,5/1/2018
364,5/1/2018
365,5/1/2018
366,5/1/2018
367,5/1/2018
368,5/1/2018
369,5/1/2018
370,5/1/2018
371,5/1/2018
372,5/1/2018
373,5/1/2018
374,5/1/2018
375,5/1/2018
376,5/1/2018
377,5/1/2018
378,5/1/2018
379,5/1/2018
380,5/1/2018
381,5/1/2018
382,5/1/2018
383,5/1/2018
384,5/1/2018
385,5/1/2018
386,5/1/2018
387,5/1/2018
388,5/1/2018
389,5/1/2018
390,5/1/2018
391,5/1/2018
392,5/1/2018
393,5/1/2018
394,5/1/2018
395,5/1/2018
396,5/1/2018
397,5/1/2018
398,5/1/2018
399,5/1/2018
400,5/1/2018
401,5/1/2018
402,5/1/2018
403,5/1/2018
404,5/1/2018
405,5/1/2018
406,5/1/2018
407,5/1/2018
408,5/1/2018
409,5/1/2018
410,5/1/2018
411,5/1/2018
412,5/1/2018
413,5/1/2018
414,5/1/2018
415,5/1/2018
416,5/1/2018
417,5/1/2018
418,5/1/2018
419,5/1/2018
420,5/1/2018
421,5/1/2018
422,5/1/2018
423,5/1/2018
424,5/1/2018
425,5/1/2018
426,5/1/2018
427,5/1/2018
428,5/1/2018
429,5/1/2018
430,5/1/2018
431,5/1/2018
432,5/1/2018
433,5/1/2018
434,5/1/2018
435,5/1/2018
436,5/1/2018
437,5/1/2018
438,5/1/2018
439,5/1/2018
1,6/1/2018
2,6/1/2018
3,6/1/2018
4,6/1/2018
5,6/1/2018
6,6/1/2018
7,6/1/2018
8,6/1/2018
9,6/1/2018
10,6/1/2018
11,6/1/2018
12,6/1/2018
13,6/1/2018
14,6/1/2018
15,6/1/2018
16,6/1/2018
17,6/1/2018
19,6/1/2018
21,6/1/2018
22,6/1/2018
24,6/1/2018
26,6/1/2018
27,6/1/2018
28,6/1/2018
30,6/1/2018
31,6/1/2018
32,6/1/2018
33,6/1/2018
35,6/1/2018
36,6/1/2018
37,6/1/2018
38,6/1/2018
39,6/1/2018
40,6/1/2018
41,6/1/2018
42,6/1/2018
43,6/1/2018
44,6/1/2018
45,6/1/2018
46,6/1/2018
48,6/1/2018
50,6/1/2018
51,6/1/2018
52,6/1/2018
54,6/1/2018
55,6/1/2018
56,6/1/2018
57,6/1/2018
58,6/1/2018
60,6/1/2018
62,6/1/2018
63,6/1/2018
64,6/1/2018
65,6/1/2018
67,6/1/2018
69,6/1/2018
70,6/1/2018
71,6/1/2018
72,6/1/2018
73,6/1/2018
74,6/1/2018
75,6/1/2018
76,6/1/2018
77,6/1/2018
78,6/1/2018
79,6/1/2018
80,6/1/2018
81,6/1/2018
82,6/1/2018
83,6/1/2018
85,6/1/2018
89,6/1/2018
91,6/1/2018
92,6/1/2018
93,6/1/2018
94,6/1/2018
95,6/1/2018
96,6/1/2018
97,6/1/2018
98,6/1/2018
100,6/1/2018
101,6/1/2018
102,6/1/2018
104,6/1/2018
105,6/1/2018
106,6/1/2018
108,6/1/2018
109,6/1/2018
110,6/1/2018
112,6/1/2018
113,6/1/2018
114,6/1/2018
115,6/1/2018
116,6/1/2018
117,6/1/2018
118,6/1/2018
119,6/1/2018
120,6/1/2018
121,6/1/2018
122,6/1/2018
123,6/1/2018
124,6/1/2018
125,6/1/2018
126,6/1/2018
127,6/1/2018
128,6/1/2018
129,6/1/2018
130,6/1/2018
131,6/1/2018
132,6/1/2018
133,6/1/2018
134,6/1/2018
135,6/1/2018
136,6/1/2018
137,6/1/2018
138,6/1/2018
139,6/1/2018
140,6/1/2018
141,6/1/2018
142,6/1/2018
143,6/1/2018
144,6/1/2018
145,6/1/2018
146,6/1/2018
147,6/1/2018
149,6/1/2018
150,6/1/2018
151,6/1/2018
152,6/1/2018
153,6/1/2018
154,6/1/2018
155,6/1/2018
156,6/1/2018
157,6/1/2018
158,6/1/2018
159,6/1/2018
160,6/1/2018
161,6/1/2018
162,6/1/2018
163,6/1/2018
164,6/1/2018
165,6/1/2018
167,6/1/2018
168,6/1/2018
169,6/1/2018
170,6/1/2018
172,6/1/2018
173,6/1/2018
174,6/1/2018
175,6/1/2018
176,6/1/2018
177,6/1/2018
179,6/1/2018
180,6/1/2018
182,6/1/2018
183,6/1/2018
184,6/1/2018
185,6/1/2018
186,6/1/2018
187,6/1/2018
188,6/1/2018
189,6/1/2018
190,6/1/2018
191,6/1/2018
192,6/1/2018
193,6/1/2018
194,6/1/2018
197,6/1/2018
199,6/1/2018
200,6/1/2018
203,6/1/2018
204,6/1/2018
205,6/1/2018
207,6/1/2018
208,6/1/2018
209,6/1/2018
210,6/1/2018
211,6/1/2018
213,6/1/2018
214,6/1/2018
215,6/1/2018
216,6/1/2018
217,6/1/2018
218,6/1/2018
219,6/1/2018
220,6/1/2018
221,6/1/2018
222,6/1/2018
223,6/1/2018
224,6/1/2018
225,6/1/2018
226,6/1/2018
227,6/1/2018
228,6/1/2018
229,6/1/2018
230,6/1/2018
231,6/1/2018
232,6/1/2018
233,6/1/2018
234,6/1/2018
235,6/1/2018
236,6/1/2018
237,6/1/2018
238,6/1/2018
239,6/1/2018
241,6/1/2018
242,6/1/2018
243,6/1/2018
244,6/1/2018
245,6/1/2018
246,6/1/2018
247,6/1/2018
249,6/1/2018
250,6/1/2018
251,6/1/2018
253,6/1/2018
254,6/1/2018
255,6/1/2018
256,6/1/2018
257,6/1/2018
258,6/1/2018
259,6/1/2018
260,6/1/2018
261,6/1/2018
262,6/1/2018
264,6/1/2018
265,6/1/2018
266,6/1/2018
267,6/1/2018
268,6/1/2018
269,6/1/2018
271,6/1/2018
272,6/1/2018
273,6/1/2018
274,6/1/2018
275,6/1/2018
276,6/1/2018
277,6/1/2018
278,6/1/2018
280,6/1/2018
281,6/1/2018
282,6/1/2018
283,6/1/2018
