CustomerId,Product,Product_StartDate,Product_EndDate
36,1,1/1/2021,12/31/9999
37,1,1/1/2018,1/1/2019
37,2,1/1/2019,7/1/2019
37,1,7/1/2019,7/1/2020
37,1,7/1/2020,12/31/9999
38,2,1/1/2018,7/1/2018
38,2,7/1/2018,1/1/2019
38,2,1/1/2019,7/1/2019
38,2,7/1/2019,1/1/2020
38,2,1/1/2020,7/1/2020
38,2,7/1/2020,1/1/2021
38,2,1/1/2021,12/31/9999
39,2,1/1/2018,7/1/2018
39,1,7/1/2018,7/1/2019
39,1,7/1/2019,7/1/2020
39,1,7/1/2020,12/31/9999
40,1,1/1/2018,1/1/2019
40,1,1/1/2019,1/1/2020
40,2,1/1/2020,7/1/2020
40,2,7/1/2020,1/1/2021
40,2,1/1/2021,12/31/9999
41,2,1/1/2018,7/1/2018
41,2,7/1/2018,1/1/2019
41,2,1/1/2019,7/1/2019
41,1,7/1/2019,7/1/2020
41,1,7/1/2020,12/31/9999
42,1,1/1/2018,1/1/2019
42,2,1/1/2019,7/1/2019
42,2,7/1/2019,12/31/9999
43,2,1/1/2018,7/1/2018
43,2,7/1/2018,1/1/2019
43,1,1/1/2019,1/1/2020
43,2,1/1/2020,12/31/9999
44,2,1/1/2018,7/1/2018
44,1,7/1/2018,7/1/2019
44,1,7/1/2019,7/1/2020
44,1,7/1/2020,12/31/9999
45,1,1/1/2018,1/1/2019
45,2,1/1/2019,7/1/2019
45,2,7/1/2019,1/1/2020
45,1,1/1/2020,12/31/9999
46,1,1/1/2018,12/31/9999
47,2,1/1/2018,12/31/9999
48,2,1/1/2018,7/1/2018
48,1,7/1/2018,7/1/2019
48,2,7/1/2019,1/1/2020
48,1,1/1/2020,1/1/2021
48,1,1/1/2021,12/31/9999
49,1,1/1/2018,12/31/9999
50,2,1/1/2018,7/1/2018
50,2,7/1/2018,1/1/2019
50,2,1/1/2019,7/1/2019
50,1,7/1/2019,7/1/2020
50,1,7/1/2020,12/31/9999
51,1,1/1/2018,1/1/2019
51,1,1/1/2019,1/1/2020
51,1,1/1/2020,1/1/2021
51,2,1/1/2021,12/31/9999
52,2,1/1/2018,7/1/2018
52,1,7/1/2018,7/1/2019
52,1,7/1/2019,7/1/2020
52,2,7/1/2020,1/1/2021
52,1,1/1/2021,12/31/9999
53,1,1/1/2018,12/31/9999
54,2,1/1/2018,7/1/2018
54,2,7/1/2018,12/31/9999
55,1,1/1/2018,1/1/2019
55,1,1/1/2019,1/1/2020
55,2,1/1/2020,7/1/2020
55,1,7/1/2020,12/31/9999
56,1,1/1/2018,1/1/2019
56,2,1/1/2019,7/1/2019
56,2,7/1/2019,1/1/2020
56,1,1/1/2020,12/31/9999
57,2,1/1/2018,7/1/2018
57,2,7/1/2018,1/1/2019
57,2,1/1/2019,7/1/2019
57,1,7/1/2019,7/1/2020
57,1,7/1/2020,12/31/9999
58,2,1/1/2018,7/1/2018
58,1,7/1/2018,7/1/2019
58,1,7/1/2019,12/31/9999
59,1,1/1/2018,12/31/9999
60,2,1/1/2018,7/1/2018
60,1,7/1/2018,7/1/2019
60,1,7/1/2019,7/1/2020
60,1,7/1/2020,12/31/9999
61,1,1/1/2018,12/31/9999
62,1,1/1/2018,1/1/2019
62,1,1/1/2019,1/1/2020
62,1,1/1/2020,1/1/2021
62,1,1/1/2021,12/31/9999
63,2,1/1/2018,7/1/2018
63,1,7/1/2018,7/1/2019
63,2,7/1/2019,1/1/2020
63,2,1/1/2020,7/1/2020
63,2,7/1/2020,1/1/2021
63,2,1/1/2021,12/31/9999
64,2,1/1/2018,7/1/2018
64,2,7/1/2018,1/1/2019
64,2,1/1/2019,7/1/2019
64,2,7/1/2019,12/31/9999
65,2,1/1/2018,7/1/2018
65,2,7/1/2018,1/1/2019
65,1,1/1/2019,1/1/2020
65,1,1/1/2020,1/1/2021
65,1,1/1/2021,12/31/9999
66,1,1/1/2018,12/31/9999
67,2,1/1/2018,7/1/2018
67,2,7/1/2018,1/1/2019
67,2,1/1/2019,7/1/2019
67,2,7/1/2019,1/1/2020
67,1,1/1/2020,12/31/9999
68,1,1/1/2018,12/31/9999
69,1,1/1/2018,12/31/9999
70,1,1/1/2018,1/1/2019
70,1,1/1/2019,1/1/2020
70,1,1/1/2020,1/1/2021
70,1,1/1/2021,12/31/9999
71,2,1/1/2018,7/1/2018
71,1,7/1/2018,7/1/2019
71,2,7/1/2019,1/1/2020
71,1,1/1/2020,1/1/2021
71,1,1/1/2021,12/31/9999
72,2,1/1/2018,7/1/2018
72,2,7/1/2018,1/1/2019
72,1,1/1/2019,1/1/2020
72,1,1/1/2020,1/1/2021
72,2,1/1/2021,12/31/9999
73,2,1/1/2018,7/1/2018
73,2,7/1/2018,1/1/2019
73,2,1/1/2019,7/1/2019
73,1,7/1/2019,12/31/9999
74,1,1/1/2018,1/1/2019
74,1,1/1/2019,12/31/9999
75,1,1/1/2018,1/1/2019
75,1,1/1/2019,1/1/2020
75,1,1/1/2020,1/1/2021
75,2,1/1/2021,12/31/9999
76,2,1/1/2018,7/1/2018
76,2,7/1/2018,1/1/2019
76,2,1/1/2019,7/1/2019
76,2,7/1/2019,1/1/2020
76,2,1/1/2020,7/1/2020
76,2,7/1/2020,1/1/2021
76,2,1/1/2021,12/31/9999
77,1,1/1/2018,12/31/9999
78,2,1/1/2018,7/1/2018
78,1,7/1/2018,7/1/2019
78,1,7/1/2019,12/31/9999
79,2,1/1/2018,7/1/2018
79,1,7/1/2018,12/31/9999
80,2,1/1/2018,7/1/2018
80,2,7/1/2018,1/1/2019
80,2,1/1/2019,7/1/2019
80,2,7/1/2019,1/1/2020
80,2,1/1/2020,7/1/2020
80,2,7/1/2020,1/1/2021
80,2,1/1/2021,12/31/9999
81,1,1/1/2018,1/1/2019
81,2,1/1/2019,7/1/2019
81,2,7/1/2019,1/1/2020
81,2,1/1/2020,7/1/2020
81,2,7/1/2020,12/31/9999
82,1,1/1/2018,1/1/2019
82,1,1/1/2019,12/31/9999
83,2,1/1/2018,7/1/2018
83,2,7/1/2018,12/31/9999
84,1,1/1/2018,12/31/9999
85,1,1/1/2018,1/1/2019
85,2,1/1/2019,7/1/2019
85,1,7/1/2019,7/1/2020
85,2,7/1/2020,1/1/2021
85,2,1/1/2021,12/31/9999
86,2,1/1/2018,12/31/9999
87,2,1/1/2018,12/31/9999
88,2,1/1/2018,12/31/9999
89,1,1/1/2018,1/1/2019
89,1,1/1/2019,1/1/2020
89,1,1/1/2020,1/1/2021
89,1,1/1/2021,12/31/9999
90,1,1/1/2018,12/31/9999
91,2,1/1/2018,7/1/2018
91,2,7/1/2018,1/1/2019
91,2,1/1/2019,7/1/2019
91,2,7/1/2019,1/1/2020
91,1,1/1/2020,1/1/2021
91,1,1/1/2021,12/31/9999
92,2,1/1/2018,12/31/9999
93,2,1/1/2018,7/1/2018
93,1,7/1/2018,7/1/2019
93,1,7/1/2019,7/1/2020
93,1,7/1/2020,12/31/9999
94,2,1/1/2018,7/1/2018
94,2,7/1/2018,1/1/2019
94,1,1/1/2019,1/1/2020
94,1,1/1/2020,1/1/2021
94,1,1/1/2021,12/31/9999
95,1,1/1/2018,1/1/2019
95,1,1/1/2019,12/31/9999
96,1,1/1/2018,1/1/2019
96,1,1/1/2019,1/1/2020
96,2,1/1/2020,7/1/2020
96,2,7/1/2020,12/31/9999
97,1,1/1/2018,1/1/2019
97,2,1/1/2019,7/1/2019
97,2,7/1/2019,12/31/9999
98,2,1/1/2018,7/1/2018
98,2,7/1/2018,12/31/9999
99,2,1/1/2018,12/31/9999
100,1,1/1/2018,1/1/2019
100,1,1/1/2019,1/1/2020
100,1,1/1/2020,1/1/2021
100,1,1/1/2021,12/31/9999
101,1,2/1/2018,12/31/9999
102,2,2/1/2018,8/1/2018
102,1,8/1/2018,12/31/9999
103,2,2/1/2018,12/31/9999
104,1,2/1/2018,2/1/2019
104,1,2/1/2019,12/31/9999
105,2,2/1/2018,8/1/2018
105,2,8/1/2018,2/1/2019
105,1,2/1/2019,2/1/2020
105,1,2/1/2020,12/31/9999
106,2,2/1/2018,8/1/2018
106,2,8/1/2018,2/1/2019
106,2,2/1/2019,8/1/2019
106,1,8/1/2019,8/1/2020
106,2,8/1/2020,12/31/9999
107,2,2/1/2018,12/31/9999
108,1,2/1/2018,2/1/2019
108,2,2/1/2019,8/1/2019
108,1,8/1/2019,12/31/9999
109,2,2/1/2018,8/1/2018
109,2,8/1/2018,2/1/2019
109,2,2/1/2019,8/1/2019
109,2,8/1/2019,2/1/2020
109,2,2/1/2020,8/1/2020
109,1,8/1/2020,12/31/9999
110,2,2/1/2018,8/1/2018
110,2,8/1/2018,2/1/2019
110,2,2/1/2019,8/1/2019
110,1,8/1/2019,8/1/2020
110,2,8/1/2020,12/31/9999
111,2,2/1/2018,12/31/9999
112,2,2/1/2018,8/1/2018
112,1,8/1/2018,8/1/2019
112,1,8/1/2019,8/1/2020
112,1,8/1/2020,12/31/9999
113,2,2/1/2018,8/1/2018
113,2,8/1/2018,2/1/2019
113,2,2/1/2019,8/1/2019
113,1,8/1/2019,8/1/2020
113,1,8/1/2020,12/31/9999
114,2,2/1/2018,8/1/2018
114,2,8/1/2018,12/31/9999
115,1,2/1/2018,2/1/2019
115,1,2/1/2019,2/1/2020
115,1,2/1/2020,12/31/9999
116,2,2/1/2018,8/1/2018
116,2,8/1/2018,2/1/2019
116,1,2/1/2019,2/1/2020
116,1,2/1/2020,12/31/9999
117,2,2/1/2018,8/1/2018
117,1,8/1/2018,8/1/2019
117,2,8/1/2019,2/1/2020
117,2,2/1/2020,8/1/2020
117,1,8/1/2020,12/31/9999
118,1,2/1/2018,2/1/2019
118,2,2/1/2019,8/1/2019
118,1,8/1/2019,8/1/2020
118,1,8/1/2020,12/31/9999
119,2,2/1/2018,8/1/2018
119,2,8/1/2018,2/1/2019
119,2,2/1/2019,8/1/2019
119,1,8/1/2019,8/1/2020
119,2,8/1/2020,12/31/9999
120,1,2/1/2018,2/1/2019
120,2,2/1/2019,8/1/2019
120,2,8/1/2019,2/1/2020
120,2,2/1/2020,8/1/2020
120,1,8/1/2020,12/31/9999
121,1,2/1/2018,2/1/2019
121,2,2/1/2019,8/1/2019
121,2,8/1/2019,2/1/2020
121,2,2/1/2020,8/1/2020
121,2,8/1/2020,12/31/9999
122,2,2/1/2018,12/31/9999
123,1,2/1/2018,2/1/2019
123,1,2/1/2019,2/1/2020
123,2,2/1/2020,8/1/2020
123,2,8/1/2020,12/31/9999
124,2,2/1/2018,8/1/2018
124,2,8/1/2018,12/31/9999
125,1,2/1/2018,2/1/2019
125,1,2/1/2019,12/31/9999
126,1,2/1/2018,2/1/2019
126,2,2/1/2019,8/1/2019
126,2,8/1/2019,2/1/2020
126,2,2/1/2020,8/1/2020
126,1,8/1/2020,12/31/9999
127,2,2/1/2018,8/1/2018
127,2,8/1/2018,2/1/2019
127,1,2/1/2019,2/1/2020
127,2,2/1/2020,8/1/2020
127,2,8/1/2020,12/31/9999
128,2,2/1/2018,8/1/2018
128,2,8/1/2018,12/31/9999
129,1,2/1/2018,2/1/2019
129,1,2/1/2019,2/1/2020
129,1,2/1/2020,12/31/9999
130,1,2/1/2018,2/1/2019
130,1,2/1/2019,2/1/2020
130,1,2/1/2020,12/31/9999
131,1,2/1/2018,12/31/9999
132,2,2/1/2018,8/1/2018
132,2,8/1/2018,2/1/2019
132,2,2/1/2019,8/1/2019
132,2,8/1/2019,12/31/9999
133,2,2/1/2018,12/31/9999
134,1,2/1/2018,2/1/2019
134,1,2/1/2019,2/1/2020
134,1,2/1/2020,12/31/9999
135,2,2/1/2018,8/1/2018
135,2,8/1/2018,2/1/2019
135,2,2/1/2019,8/1/2019
135,1,8/1/2019,12/31/9999
136,2,2/1/2018,8/1/2018
136,2,8/1/2018,2/1/2019
136,2,2/1/2019,8/1/2019
136,2,8/1/2019,2/1/2020
136,1,2/1/2020,12/31/9999
137,1,2/1/2018,2/1/2019
137,1,2/1/2019,2/1/2020
137,1,2/1/2020,12/31/9999
138,1,2/1/2018,2/1/2019
138,2,2/1/2019,8/1/2019
138,1,8/1/2019,8/1/2020
138,1,8/1/2020,12/31/9999
139,2,2/1/2018,8/1/2018
139,2,8/1/2018,2/1/2019
139,2,2/1/2019,8/1/2019
139,2,8/1/2019,12/31/9999
140,2,2/1/2018,8/1/2018
140,2,8/1/2018,2/1/2019
140,1,2/1/2019,2/1/2020
140,2,2/1/2020,8/1/2020
140,1,8/1/2020,12/31/9999
141,1,2/1/2018,2/1/2019
141,2,2/1/2019,8/1/2019
141,2,8/1/2019,2/1/2020
141,2,2/1/2020,8/1/2020
141,2,8/1/2020,12/31/9999
142,2,2/1/2018,8/1/2018
142,2,8/1/2018,2/1/2019
142,1,2/1/2019,12/31/9999
143,2,2/1/2018,8/1/2018
143,1,8/1/2018,8/1/2019
143,1,8/1/2019,8/1/2020
143,2,8/1/2020,12/31/9999
144,1,2/1/2018,2/1/2019
144,2,2/1/2019,8/1/2019
144,2,8/1/2019,2/1/2020
144,1,2/1/2020,12/31/9999
145,2,2/1/2018,8/1/2018
145,2,8/1/2018,2/1/2019
145,1,2/1/2019,2/1/2020
145,1,2/1/2020,12/31/9999
146,2,2/1/2018,8/1/2018
146,2,8/1/2018,2/1/2019
146,1,2/1/2019,2/1/2020
146,1,2/1/2020,12/31/9999
147,2,2/1/2018,8/1/2018
147,2,8/1/2018,2/1/2019
147,1,2/1/2019,2/1/2020
147,1,2/1/2020,12/31/9999
148,1,2/1/2018,12/31/9999
149,1,2/1/2018,2/1/2019
149,1,2/1/2019,2/1/2020
149,1,2/1/2020,12/31/9999
150,1,2/1/2018,2/1/2019
150,2,2/1/2019,8/1/2019
150,2,8/1/2019,2/1/2020
150,1,2/1/2020,12/31/9999
151,1,2/1/2018,2/1/2019
151,2,2/1/2019,8/1/2019
151,2,8/1/2019,2/1/2020
151,1,2/1/2020,12/31/9999
152,1,2/1/2018,2/1/2019
152,1,2/1/2019,2/1/2020
152,1,2/1/2020,12/31/9999
153,1,2/1/2018,12/31/9999
154,2,2/1/2018,12/31/9999
155,2,2/1/2018,8/1/2018
155,1,8/1/2018,12/31/9999
156,2,2/1/2018,8/1/2018
156,2,8/1/2018,12/31/9999
157,2,2/1/2018,8/1/2018
157,1,8/1/2018,8/1/2019
157,1,8/1/2019,12/31/9999
158,2,2/1/2018,8/1/2018
158,2,8/1/2018,12/31/9999
159,1,2/1/2018,12/31/9999
160,1,2/1/2018,2/1/2019
160,1,2/1/2019,2/1/2020
160,1,2/1/2020,12/31/9999
161,2,2/1/2018,8/1/2018
161,1,8/1/2018,12/31/9999
162,2,2/1/2018,8/1/2018
162,2,8/1/2018,2/1/2019
162,2,2/1/2019,8/1/2019
162,2,8/1/2019,2/1/2020
162,2,2/1/2020,8/1/2020
162,2,8/1/2020,12/31/9999
163,1,2/1/2018,2/1/2019
163,1,2/1/2019,2/1/2020
163,2,2/1/2020,8/1/2020
163,1,8/1/2020,12/31/9999
164,1,2/1/2018,2/1/2019
164,1,2/1/2019,2/1/2020
164,1,2/1/2020,12/31/9999
165,2,2/1/2018,8/1/2018
165,2,8/1/2018,2/1/2019
165,2,2/1/2019,8/1/2019
165,1,8/1/2019,8/1/2020
165,1,8/1/2020,12/31/9999
166,1,2/1/2018,12/31/9999
167,2,2/1/2018,8/1/2018
167,2,8/1/2018,2/1/2019
167,1,2/1/2019,2/1/2020
167,2,2/1/2020,8/1/2020
167,1,8/1/2020,12/31/9999
168,1,2/1/2018,2/1/2019
168,1,2/1/2019,2/1/2020
168,1,2/1/2020,12/31/9999
169,2,2/1/2018,8/1/2018
169,2,8/1/2018,2/1/2019
169,2,2/1/2019,12/31/9999
170,2,2/1/2018,8/1/2018
170,1,8/1/2018,8/1/2019
170,1,8/1/2019,12/31/9999
171,2,2/1/2018,12/31/9999
172,2,2/1/2018,8/1/2018
172,1,8/1/2018,12/31/9999
173,1,2/1/2018,12/31/9999
174,2,2/1/2018,8/1/2018
174,2,8/1/2018,2/1/2019
174,2,2/1/2019,8/1/2019
174,1,8/1/2019,8/1/2020
174,2,8/1/2020,12/31/9999
175,2,2/1/2018,8/1/2018
175,2,8/1/2018,2/1/2019
175,2,2/1/2019,8/1/2019
175,2,8/1/2019,2/1/2020
175,2,2/1/2020,8/1/2020
175,2,8/1/2020,12/31/9999
176,1,2/1/2018,2/1/2019
176,1,2/1/2019,2/1/2020
176,1,2/1/2020,12/31/9999
177,2,2/1/2018,8/1/2018
177,2,8/1/2018,2/1/2019
177,2,2/1/2019,8/1/2019
177,1,8/1/2019,8/1/2020
177,1,8/1/2020,12/31/9999
178,2,2/1/2018,12/31/9999
179,2,2/1/2018,8/1/2018
179,2,8/1/2018,2/1/2019
179,2,2/1/2019,8/1/2019
179,1,8/1/2019,8/1/2020
179,1,8/1/2020,12/31/9999
180,1,2/1/2018,2/1/2019
180,1,2/1/2019,2/1/2020
180,2,2/1/2020,8/1/2020
180,2,8/1/2020,12/31/9999
181,2,2/1/2018,12/31/9999
182,1,2/1/2018,2/1/2019
182,1,2/1/2019,2/1/2020
182,1,2/1/2020,12/31/9999
183,2,2/1/2018,12/31/9999
184,2,2/1/2018,12/31/9999
185,1,2/1/2018,2/1/2019
185,1,2/1/2019,2/1/2020
185,1,2/1/2020,12/31/9999
186,1,2/1/2018,2/1/2019
186,2,2/1/2019,8/1/2019
186,2,8/1/2019,2/1/2020
186,2,2/1/2020,8/1/2020
186,2,8/1/2020,12/31/9999
187,2,2/1/2018,8/1/2018
187,2,8/1/2018,2/1/2019
187,2,2/1/2019,8/1/2019
187,2,8/1/2019,2/1/2020
187,2,2/1/2020,8/1/2020
187,2,8/1/2020,12/31/9999
188,1,2/1/2018,2/1/2019
188,2,2/1/2019,8/1/2019
188,2,8/1/2019,2/1/2020
188,2,2/1/2020,8/1/2020
188,2,8/1/2020,12/31/9999
189,1,2/1/2018,2/1/2019
189,1,2/1/2019,2/1/2020
189,2,2/1/2020,8/1/2020
189,2,8/1/2020,12/31/9999
190,2,2/1/2018,8/1/2018
190,2,8/1/2018,12/31/9999
191,2,2/1/2018,8/1/2018
191,2,8/1/2018,2/1/2019
191,1,2/1/2019,2/1/2020
191,1,2/1/2020,12/31/9999
192,1,2/1/2018,2/1/2019
192,2,2/1/2019,8/1/2019
192,2,8/1/2019,2/1/2020
192,1,2/1/2020,12/31/9999
193,2,2/1/2018,8/1/2018
193,2,8/1/2018,12/31/9999
194,1,2/1/2018,2/1/2019
194,1,2/1/2019,2/1/2020
194,2,2/1/2020,8/1/2020
194,1,8/1/2020,12/31/9999
195,2,2/1/2018,12/31/9999
196,2,2/1/2018,12/31/9999
197,2,2/1/2018,8/1/2018
197,2,8/1/2018,2/1/2019
197,2,2/1/2019,8/1/2019
197,1,8/1/2019,8/1/2020
197,1,8/1/2020,12/31/9999
198,2,2/1/2018,12/31/9999
199,2,3/1/2018,9/1/2018
199,2,9/1/2018,3/1/2019
199,1,3/1/2019,3/1/2020
199,2,3/1/2020,9/1/2020
199,1,9/1/2020,12/31/9999
200,1,3/1/2018,3/1/2019
200,1,3/1/2019,3/1/2020
200,1,3/1/2020,12/31/9999
201,2,3/1/2018,12/31/9999
202,1,3/1/2018,12/31/9999
203,2,3/1/2018,9/1/2018
203,1,9/1/2018,9/1/2019
203,1,9/1/2019,9/1/2020
203,2,9/1/2020,12/31/9999
204,1,3/1/2018,3/1/2019
204,2,3/1/2019,9/1/2019
204,1,9/1/2019,9/1/2020
204,2,9/1/2020,12/31/9999
205,1,3/1/2018,3/1/2019
205,2,3/1/2019,9/1/2019
205,1,9/1/2019,12/31/9999
206,1,3/1/2018,12/31/9999
207,1,3/1/2018,3/1/2019
207,1,3/1/2019,3/1/2020
207,1,3/1/2020,12/31/9999
208,2,3/1/2018,9/1/2018
208,2,9/1/2018,3/1/2019
208,2,3/1/2019,9/1/2019
208,1,9/1/2019,9/1/2020
208,1,9/1/2020,12/31/9999
209,2,3/1/2018,9/1/2018
209,1,9/1/2018,12/31/9999
210,1,3/1/2018,12/31/9999
211,2,3/1/2018,12/31/9999
212,2,3/1/2018,12/31/9999
213,1,3/1/2018,3/1/2019
213,2,3/1/2019,12/31/9999
214,1,3/1/2018,3/1/2019
214,1,3/1/2019,12/31/9999
215,1,3/1/2018,3/1/2019
215,1,3/1/2019,3/1/2020
215,1,3/1/2020,12/31/9999
216,2,3/1/2018,9/1/2018
216,2,9/1/2018,3/1/2019
216,2,3/1/2019,9/1/2019
216,1,9/1/2019,9/1/2020
216,1,9/1/2020,12/31/9999
217,2,3/1/2018,9/1/2018
217,1,9/1/2018,9/1/2019
217,1,9/1/2019,12/31/9999
218,2,3/1/2018,9/1/2018
218,2,9/1/2018,12/31/9999
219,1,3/1/2018,3/1/2019
219,2,3/1/2019,9/1/2019
219,1,9/1/2019,9/1/2020
219,2,9/1/2020,12/31/9999
220,1,3/1/2018,3/1/2019
220,1,3/1/2019,3/1/2020
220,2,3/1/2020,9/1/2020
220,1,9/1/2020,12/31/9999
221,1,3/1/2018,3/1/2019
221,2,3/1/2019,9/1/2019
221,2,9/1/2019,3/1/2020
221,2,3/1/2020,9/1/2020
221,2,9/1/2020,12/31/9999
222,2,3/1/2018,9/1/2018
222,2,9/1/2018,3/1/2019
222,1,3/1/2019,3/1/2020
222,2,3/1/2020,9/1/2020
222,1,9/1/2020,12/31/9999
223,2,3/1/2018,9/1/2018
223,1,9/1/2018,9/1/2019
223,1,9/1/2019,9/1/2020
223,1,9/1/2020,12/31/9999
224,1,3/1/2018,3/1/2019
224,1,3/1/2019,3/1/2020
224,1,3/1/2020,12/31/9999
225,2,3/1/2018,9/1/2018
225,1,9/1/2018,9/1/2019
225,2,9/1/2019,3/1/2020
225,2,3/1/2020,9/1/2020
225,1,9/1/2020,12/31/9999
226,1,3/1/2018,3/1/2019
226,2,3/1/2019,9/1/2019
226,2,9/1/2019,3/1/2020
226,1,3/1/2020,12/31/9999
227,2,3/1/2018,9/1/2018
227,2,9/1/2018,3/1/2019
227,2,3/1/2019,9/1/2019
227,1,9/1/2019,9/1/2020
227,1,9/1/2020,12/31/9999
228,1,3/1/2018,3/1/2019
228,1,3/1/2019,3/1/2020
228,1,3/1/2020,12/31/9999
229,1,3/1/2018,12/31/9999
230,1,3/1/2018,12/31/9999
231,2,3/1/2018,9/1/2018
231,2,9/1/2018,3/1/2019
231,2,3/1/2019,9/1/2019
231,1,9/1/2019,9/1/2020
231,2,9/1/2020,12/31/9999
232,2,3/1/2018,9/1/2018
232,2,9/1/2018,3/1/2019
232,2,3/1/2019,9/1/2019
232,2,9/1/2019,12/31/9999
233,1,3/1/2018,12/31/9999
234,2,3/1/2018,9/1/2018
234,2,9/1/2018,3/1/2019
234,2,3/1/2019,9/1/2019
234,2,9/1/2019,3/1/2020
234,2,3/1/2020,9/1/2020
